timestamp,heart rate zone type,kcal,data source
2025-01-27T17:06:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.48164,Fitbit App
2025-01-27T17:07:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.48164,Fitbit App
2025-01-27T17:08:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.48164,Fitbit App
2025-01-27T17:09:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.48164,Fitbit App
2025-01-27T17:10:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.48164,Fitbit App
2025-01-27T17:11:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.6298040000000003,Fitbit App
2025-01-27T17:12:00Z,LIGHT,1.6298040000000003,Fitbit App
2025-01-27T17:13:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:14:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:15:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:16:00Z,LIGHT,1.926145,Fitbit App
2025-01-27T17:17:00Z,LIGHT,5.630269999999999,Fitbit App
2025-01-27T17:18:00Z,LIGHT,5.03761,Fitbit App
2025-01-27T17:19:00Z,LIGHT,3.85229,Fitbit App
2025-01-27T17:20:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:21:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:22:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:23:00Z,LIGHT,1.926145,Fitbit App
2025-01-27T17:24:00Z,LIGHT,7.11192,Fitbit App
2025-01-27T17:25:00Z,LIGHT,1.926145,Fitbit App
2025-01-27T17:26:00Z,LIGHT,4.148619999999999,Fitbit App
2025-01-27T17:27:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:28:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:29:00Z,LIGHT,1.926145,Fitbit App
2025-01-27T17:30:00Z,LIGHT,9.778889999999999,Fitbit App
2025-01-27T17:31:00Z,LIGHT,10.816044999999999,Fitbit App
2025-01-27T17:32:00Z,LIGHT,9.038065,Fitbit App
2025-01-27T17:33:00Z,LIGHT,2.2224749999999998,Fitbit App
2025-01-27T17:34:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:35:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:36:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:37:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:38:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:39:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:40:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:41:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:42:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:43:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:44:00Z,LIGHT,3.55596,Fitbit App
2025-01-27T17:45:00Z,LIGHT,2.37064,Fitbit App
2025-01-27T17:46:00Z,LIGHT,8.00091,Fitbit App
2025-01-27T17:47:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:48:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:49:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:50:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:51:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:52:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:53:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:54:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T17:55:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:56:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:57:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:58:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T17:59:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T18:00:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T18:01:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T18:02:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T18:03:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T18:04:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T18:05:00Z,LIGHT,1.48165,Fitbit App
2025-01-27T18:06:00Z,LIGHT,4.4449499999999995,Fitbit App
2025-01-27T18:07:00Z,LIGHT,3.85229,Fitbit App
2025-01-27T18:08:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T18:09:00Z,LIGHT,1.629815,Fitbit App
2025-01-27T18:10:00Z,LIGHT,1.629826,Fitbit App
2025-01-27T18:11:00Z,LIGHT,1.48166,Fitbit App
2025-01-27T18:12:00Z,LIGHT,1.629826,Fitbit App
2025-01-27T18:13:00Z,LIGHT,1.48166,Fitbit App
2025-01-27T18:14:00Z,LIGHT,1.48166,Fitbit App
2025-01-27T18:15:00Z,LIGHT,1.48166,Fitbit App
2025-01-27T18:16:00Z,LIGHT,1.629826,Fitbit App
2025-01-27T18:17:00Z,LIGHT,1.629826,Fitbit App
2025-01-27T18:18:00Z,LIGHT,5.333976,Fitbit App
2025-01-27T18:19:00Z,LIGHT,4.741312,Fitbit App
2025-01-27T18:20:00Z,LIGHT,6.519304,Fitbit App
2025-01-27T18:21:00Z,LIGHT,5.630307999999999,Fitbit App
2025-01-27T18:22:00Z,LIGHT,4.44498,Fitbit App
2025-01-27T18:23:00Z,LIGHT,1.926158,Fitbit App
2025-01-27T18:24:00Z,LIGHT,1.926158,Fitbit App
2025-01-27T18:25:00Z,LIGHT,3.852316,Fitbit App
2025-01-27T18:26:00Z,LIGHT,1.926158,Fitbit App
2025-01-27T18:27:00Z,LIGHT,1.926158,Fitbit App
2025-01-27T18:28:00Z,LIGHT,1.926158,Fitbit App
2025-01-27T18:29:00Z,LIGHT,1.926158,Fitbit App
2025-01-27T18:30:00Z,LIGHT,1.777992,Fitbit App
2025-01-27T18:31:00Z,LIGHT,1.777992,Fitbit App
2025-01-27T18:32:00Z,LIGHT,1.926158,Fitbit App
2025-01-27T18:33:00Z,LIGHT,1.629826,Fitbit App
2025-01-27T18:34:00Z,LIGHT,1.629826,Fitbit App
2025-01-27T18:35:00Z,LIGHT,1.48166,Fitbit App
2025-01-27T18:36:00Z,LIGHT,1.48166,Fitbit App
2025-01-27T18:37:00Z,LIGHT,4.741312,Fitbit App
2025-01-27T18:38:00Z,LIGHT,5.333976,Fitbit App
2025-01-27T18:39:00Z,LIGHT,5.037678,Fitbit App
2025-01-27T18:40:00Z,LIGHT,3.852342,Fitbit App
2025-01-27T18:41:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T18:42:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T18:43:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T18:44:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T18:45:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T18:46:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T18:47:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T18:48:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T18:49:00Z,LIGHT,9.334521,Fitbit App
2025-01-27T18:50:00Z,LIGHT,13.186863,Fitbit App
2025-01-27T18:51:00Z,LIGHT,10.668024,Fitbit App
2025-01-27T18:52:00Z,LIGHT,14.964867,Fitbit App
2025-01-27T18:53:00Z,LIGHT,13.779531000000002,Fitbit App
2025-01-27T18:54:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T18:55:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T18:56:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T18:57:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T18:58:00Z,LIGHT,2.222505,Fitbit App
2025-01-27T18:59:00Z,LIGHT,2.222505,Fitbit App
2025-01-27T19:00:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:01:00Z,LIGHT,5.92668,Fitbit App
2025-01-27T19:02:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:03:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:04:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:05:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T19:06:00Z,LIGHT,3.556008,Fitbit App
2025-01-27T19:07:00Z,LIGHT,4.148676,Fitbit App
2025-01-27T19:08:00Z,LIGHT,4.148676,Fitbit App
2025-01-27T19:09:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T19:10:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T19:11:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T19:12:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T19:13:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T19:14:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T19:15:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T19:16:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:17:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:18:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:19:00Z,LIGHT,1.6298370000000002,Fitbit App
2025-01-27T19:20:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:21:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:22:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T19:23:00Z,LIGHT,1.48167,Fitbit App
2025-01-27T19:24:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:25:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:26:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:27:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:28:00Z,LIGHT,5.334012,Fitbit App
2025-01-27T19:29:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:30:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:31:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:32:00Z,LIGHT,1.778004,Fitbit App
2025-01-27T19:33:00Z,LIGHT,1.926171,Fitbit App
2025-01-27T19:34:00Z,LIGHT,3.852342,Fitbit App
2025-01-27T19:35:00Z,LIGHT,4.741344000000001,Fitbit App
2025-01-27T19:36:00Z,LIGHT,1.9261840000000001,Fitbit App
2025-01-27T19:37:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T19:38:00Z,LIGHT,1.9261840000000001,Fitbit App
2025-01-27T19:39:00Z,LIGHT,4.741376000000001,Fitbit App
2025-01-27T19:40:00Z,LIGHT,2.2225200000000003,Fitbit App
2025-01-27T19:41:00Z,LIGHT,2.2225200000000003,Fitbit App
2025-01-27T19:42:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T19:43:00Z,LIGHT,1.9261840000000001,Fitbit App
2025-01-27T19:44:00Z,LIGHT,4.4450400000000005,Fitbit App
2025-01-27T19:45:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T19:46:00Z,LIGHT,5.037712,Fitbit App
2025-01-27T19:47:00Z,LIGHT,1.48168,Fitbit App
2025-01-27T19:48:00Z,LIGHT,1.48168,Fitbit App
2025-01-27T19:49:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T19:50:00Z,LIGHT,1.9261840000000001,Fitbit App
2025-01-27T19:51:00Z,LIGHT,5.630384,Fitbit App
2025-01-27T19:52:00Z,MODERATE,7.7047360000000005,Fitbit App
2025-01-27T19:53:00Z,LIGHT,7.4084,Fitbit App
2025-01-27T19:54:00Z,LIGHT,7.4084,Fitbit App
2025-01-27T19:55:00Z,LIGHT,2.2225200000000003,Fitbit App
2025-01-27T19:56:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T19:57:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T19:58:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T19:59:00Z,LIGHT,1.778016,Fitbit App
2025-01-27T20:00:00Z,LIGHT,1.48168,Fitbit App
2025-01-27T20:01:00Z,LIGHT,1.48168,Fitbit App
2025-01-27T20:02:00Z,LIGHT,1.48168,Fitbit App
2025-01-27T20:03:00Z,LIGHT,1.48168,Fitbit App
2025-01-27T20:04:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:05:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:06:00Z,LIGHT,1.6298590000000002,Fitbit App
2025-01-27T20:07:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:08:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:09:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:10:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:11:00Z,LIGHT,5.92676,Fitbit App
2025-01-27T20:12:00Z,LIGHT,5.334084,Fitbit App
2025-01-27T20:13:00Z,LIGHT,1.926197,Fitbit App
2025-01-27T20:14:00Z,LIGHT,1.6298590000000002,Fitbit App
2025-01-27T20:15:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:16:00Z,LIGHT,1.6298590000000002,Fitbit App
2025-01-27T20:17:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:18:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:19:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:20:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:21:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:22:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:23:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:24:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:25:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:26:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:27:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:28:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:29:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:30:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:31:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:32:00Z,LIGHT,1.48169,Fitbit App
2025-01-27T20:33:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T20:34:00Z,LIGHT,5.03778,Fitbit App
2025-01-27T20:35:00Z,LIGHT,3.85242,Fitbit App
2025-01-27T20:36:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T20:37:00Z,LIGHT,1.6298700000000002,Fitbit App
2025-01-27T20:38:00Z,LIGHT,3.85242,Fitbit App
2025-01-27T20:39:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T20:40:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T20:41:00Z,LIGHT,3.55608,Fitbit App
2025-01-27T20:42:00Z,LIGHT,3.55608,Fitbit App
2025-01-27T20:43:00Z,LIGHT,1.6298700000000002,Fitbit App
2025-01-27T20:44:00Z,LIGHT,4.4451,Fitbit App
2025-01-27T20:45:00Z,LIGHT,4.4451,Fitbit App
2025-01-27T20:46:00Z,LIGHT,4.4451,Fitbit App
2025-01-27T20:47:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T20:48:00Z,LIGHT,5.33412,Fitbit App
2025-01-27T20:49:00Z,LIGHT,5.03778,Fitbit App
2025-01-27T20:50:00Z,LIGHT,1.77804,Fitbit App
2025-01-27T20:51:00Z,LIGHT,1.6298700000000002,Fitbit App
2025-01-27T20:52:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T20:53:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T20:54:00Z,LIGHT,3.85242,Fitbit App
2025-01-27T20:55:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T20:56:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T20:57:00Z,LIGHT,1.6298700000000002,Fitbit App
2025-01-27T20:58:00Z,LIGHT,4.14876,Fitbit App
2025-01-27T20:59:00Z,LIGHT,1.6298700000000002,Fitbit App
2025-01-27T21:00:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T21:01:00Z,LIGHT,1.6298700000000002,Fitbit App
2025-01-27T21:02:00Z,LIGHT,1.6298700000000002,Fitbit App
2025-01-27T21:03:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:04:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:05:00Z,LIGHT,1.77804,Fitbit App
2025-01-27T21:06:00Z,LIGHT,1.77804,Fitbit App
2025-01-27T21:07:00Z,LIGHT,1.4817,Fitbit App
2025-01-27T21:08:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:09:00Z,LIGHT,5.33412,Fitbit App
2025-01-27T21:10:00Z,LIGHT,6.519480000000001,Fitbit App
2025-01-27T21:11:00Z,LIGHT,4.14876,Fitbit App
2025-01-27T21:12:00Z,LIGHT,4.74144,Fitbit App
2025-01-27T21:13:00Z,LIGHT,4.14876,Fitbit App
2025-01-27T21:14:00Z,LIGHT,4.4451,Fitbit App
2025-01-27T21:15:00Z,LIGHT,5.03778,Fitbit App
2025-01-27T21:16:00Z,LIGHT,4.14876,Fitbit App
2025-01-27T21:17:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:18:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:19:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:20:00Z,LIGHT,4.14876,Fitbit App
2025-01-27T21:21:00Z,LIGHT,3.85242,Fitbit App
2025-01-27T21:22:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:23:00Z,LIGHT,5.03778,Fitbit App
2025-01-27T21:24:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:25:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:26:00Z,LIGHT,1.92621,Fitbit App
2025-01-27T21:27:00Z,LIGHT,4.4451,Fitbit App
2025-01-27T21:28:00Z,LIGHT,5.9268,Fitbit App
2025-01-27T21:29:00Z,LIGHT,3.85242,Fitbit App
2025-01-27T21:30:00Z,LIGHT,3.8524460000000005,Fitbit App
2025-01-27T21:31:00Z,LIGHT,4.148788,Fitbit App
2025-01-27T21:32:00Z,LIGHT,4.741472000000001,Fitbit App
2025-01-27T21:33:00Z,LIGHT,5.037814,Fitbit App
2025-01-27T21:34:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:35:00Z,LIGHT,4.445130000000001,Fitbit App
2025-01-27T21:36:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:37:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:38:00Z,LIGHT,4.445130000000001,Fitbit App
2025-01-27T21:39:00Z,LIGHT,3.8524460000000005,Fitbit App
2025-01-27T21:40:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:41:00Z,LIGHT,3.8524460000000005,Fitbit App
2025-01-27T21:42:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:43:00Z,LIGHT,4.148788,Fitbit App
2025-01-27T21:44:00Z,LIGHT,1.778052,Fitbit App
2025-01-27T21:45:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:46:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:47:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:48:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:49:00Z,LIGHT,1.778052,Fitbit App
2025-01-27T21:50:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:51:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:52:00Z,LIGHT,4.445130000000001,Fitbit App
2025-01-27T21:53:00Z,LIGHT,4.148788,Fitbit App
2025-01-27T21:54:00Z,LIGHT,5.037814,Fitbit App
2025-01-27T21:55:00Z,LIGHT,4.445130000000001,Fitbit App
2025-01-27T21:56:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:57:00Z,LIGHT,1.9262230000000002,Fitbit App
2025-01-27T21:58:00Z,LIGHT,4.148788,Fitbit App
2025-01-27T21:59:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:00:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:01:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:02:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:03:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:04:00Z,LIGHT,1.7780639999999999,Fitbit App
2025-01-27T22:05:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:06:00Z,LIGHT,5.334192,Fitbit App
2025-01-27T22:07:00Z,LIGHT,8.001288,Fitbit App
2025-01-27T22:08:00Z,LIGHT,4.44516,Fitbit App
2025-01-27T22:09:00Z,LIGHT,4.44516,Fitbit App
2025-01-27T22:10:00Z,LIGHT,4.44516,Fitbit App
2025-01-27T22:11:00Z,LIGHT,4.148815999999999,Fitbit App
2025-01-27T22:12:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:13:00Z,LIGHT,5.037847999999999,Fitbit App
2025-01-27T22:14:00Z,LIGHT,3.5561279999999997,Fitbit App
2025-01-27T22:15:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:16:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:17:00Z,LIGHT,1.6298920000000001,Fitbit App
2025-01-27T22:18:00Z,LIGHT,4.148815999999999,Fitbit App
2025-01-27T22:19:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:20:00Z,LIGHT,3.852472,Fitbit App
2025-01-27T22:21:00Z,LIGHT,4.44516,Fitbit App
2025-01-27T22:22:00Z,LIGHT,6.5195680000000005,Fitbit App
2025-01-27T22:23:00Z,LIGHT,6.5195680000000005,Fitbit App
2025-01-27T22:24:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:25:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:26:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:27:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:28:00Z,LIGHT,1.6298920000000001,Fitbit App
2025-01-27T22:29:00Z,LIGHT,1.6298920000000001,Fitbit App
2025-01-27T22:30:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:31:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:32:00Z,LIGHT,1.6298920000000001,Fitbit App
2025-01-27T22:33:00Z,LIGHT,1.6298920000000001,Fitbit App
2025-01-27T22:34:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:35:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:36:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:37:00Z,LIGHT,1.6298920000000001,Fitbit App
2025-01-27T22:38:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:39:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:40:00Z,LIGHT,3.852472,Fitbit App
2025-01-27T22:41:00Z,LIGHT,2.22258,Fitbit App
2025-01-27T22:42:00Z,LIGHT,2.22258,Fitbit App
2025-01-27T22:43:00Z,LIGHT,1.7780639999999999,Fitbit App
2025-01-27T22:44:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:45:00Z,LIGHT,5.037847999999999,Fitbit App
2025-01-27T22:46:00Z,LIGHT,5.334192,Fitbit App
2025-01-27T22:47:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:48:00Z,LIGHT,4.148815999999999,Fitbit App
2025-01-27T22:49:00Z,LIGHT,3.852472,Fitbit App
2025-01-27T22:50:00Z,LIGHT,3.852472,Fitbit App
2025-01-27T22:51:00Z,LIGHT,4.44516,Fitbit App
2025-01-27T22:52:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:53:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:54:00Z,LIGHT,1.926236,Fitbit App
2025-01-27T22:55:00Z,LIGHT,1.48172,Fitbit App
2025-01-27T22:56:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T22:57:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T22:58:00Z,LIGHT,1.629903,Fitbit App
2025-01-27T22:59:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:00:00Z,LIGHT,1.629903,Fitbit App
2025-01-27T23:01:00Z,LIGHT,1.629903,Fitbit App
2025-01-27T23:02:00Z,LIGHT,1.629903,Fitbit App
2025-01-27T23:03:00Z,LIGHT,4.1488439999999995,Fitbit App
2025-01-27T23:04:00Z,LIGHT,4.741536,Fitbit App
2025-01-27T23:05:00Z,LIGHT,5.630573999999999,Fitbit App
2025-01-27T23:06:00Z,LIGHT,1.778076,Fitbit App
2025-01-27T23:07:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:08:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:09:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:10:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:11:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:12:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:13:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:14:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:15:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:16:00Z,LIGHT,1.629903,Fitbit App
2025-01-27T23:17:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:18:00Z,LIGHT,1.629903,Fitbit App
2025-01-27T23:19:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:20:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:21:00Z,LIGHT,1.629903,Fitbit App
2025-01-27T23:22:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:23:00Z,LIGHT,1.48173,Fitbit App
2025-01-27T23:24:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:25:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:26:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:27:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:28:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:29:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:30:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:31:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:32:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:33:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:34:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:35:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:36:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:37:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:38:00Z,LIGHT,2.22261,Fitbit App
2025-01-27T23:39:00Z,LIGHT,9.927658000000001,Fitbit App
2025-01-27T23:40:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:41:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:42:00Z,LIGHT,4.148872,Fitbit App
2025-01-27T23:43:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:44:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:45:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:46:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:47:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:48:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:49:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:50:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:51:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:52:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:53:00Z,LIGHT,1.48174,Fitbit App
2025-01-27T23:54:00Z,LIGHT,1.629914,Fitbit App
2025-01-27T23:55:00Z,LIGHT,4.44522,Fitbit App
